source,relation,target
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,has_state,solid
6-[N-(4-(Aminomethyl)Phenyl)Carbamyl]-2-Naphthalenecarboxamidine,approval_status,experimental
L-Rhamnitol,has_cas_number,488-28-8
L-Rhamnitol,has_state,solid
L-Rhamnitol,approval_status,experimental
ES-936,has_cas_number,192820-78-3
ES-936,has_state,solid
ES-936,approval_status,experimental
"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",has_cas_number,66313-36-8
"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",has_state,solid
"4-Hydroxy-1,2,5-oxadiazole-3-carboxylic acid",approval_status,experimental
"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",has_state,solid
"5-(4-Methoxyphenoxy)-2,4-Quinazolinediamine",approval_status,experimental
2-Fluoroaniline,has_cas_number,348-54-9
2-Fluoroaniline,has_state,solid
2-Fluoroaniline,approval_status,experimental
1-Deoxy-1-Thio-Heptaethylene Glycol,has_state,solid
1-Deoxy-1-Thio-Heptaethylene Glycol,approval_status,experimental
12-Bromododecanoic Acid,has_cas_number,73367-80-3
12-Bromododecanoic Acid,has_state,solid
12-Bromododecanoic Acid,approval_status,experimental
N-Valeric Acid,has_cas_number,109-52-4
N-Valeric Acid,has_state,solid
N-Valeric Acid,approval_status,experimental
6-O-Cyclohexylmethyl Guanine,has_state,solid
6-O-Cyclohexylmethyl Guanine,approval_status,experimental
"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",has_state,solid
"(3s)-3-Amino-1-(Cyclopropylamino)Heptane-2,2-Diol",approval_status,experimental
"(1r,4s)-2-Azabornane",has_state,solid
"(1r,4s)-2-Azabornane",approval_status,experimental
"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",has_state,solid
"2-Acetyl-3-[(4-Amino-2-Methyl-5-Pyrimidinyl)Methyl]-4-Methyl-5-(4,6,6-Trihydroxy-3,5-Dioxa-4,6-Diphosphahex-1-Yl)Thiazolium Inner Salt P,P'-Dioxide",approval_status,experimental
"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",has_state,solid
"2-(11-{2-[Benzenesulfonyl-(3-Methyl-Butyl)-Amino]-1-Hydroxy-Ethyl}-6,9-Dioxo-2-Oxa-7,10-Diaza-Bicyclo[11.2.2]Heptadeca-1(16),13(17),14-Trien-8-Yl)-Acetamide, Inhibitor 2",approval_status,experimental
Tetrahydropyran,has_cas_number,142-68-7
Tetrahydropyran,has_state,solid
Tetrahydropyran,approval_status,experimental
Hydroxyethylcysteine,has_state,solid
Hydroxyethylcysteine,approval_status,experimental
Cyclo(his-pro),has_cas_number,53109-32-3
Cyclo(his-pro),has_state,solid
Cyclo(his-pro),approval_status,experimental
N-Octyl-2-Hydroxyethyl Sulfoxide,has_state,solid
N-Octyl-2-Hydroxyethyl Sulfoxide,approval_status,experimental
"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",has_state,solid
"2-Ribofuranosyl-3-Iodo-2,3-Dihydro-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine",approval_status,experimental
"2,4,6-Tribromophenol",has_cas_number,118-79-6
"2,4,6-Tribromophenol",has_state,solid
"2,4,6-Tribromophenol",approval_status,experimental
"(R,R)-2,3-Butanediol",has_cas_number,24347-58-8
"(R,R)-2,3-Butanediol",has_state,solid
"(R,R)-2,3-Butanediol",approval_status,experimental
Ethyl Oxo(Piperidin-1-Yl)Acetate,has_cas_number,53074-96-7
Ethyl Oxo(Piperidin-1-Yl)Acetate,has_state,solid
Ethyl Oxo(Piperidin-1-Yl)Acetate,approval_status,experimental
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",has_state,solid
"[[4-(Aminomethyl)Phenyl]Amino]Oxo-Acetic Acid,",approval_status,experimental
Uridine-5'-diphosphate-mannose,has_state,solid
Uridine-5'-diphosphate-mannose,approval_status,experimental
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,has_state,solid
Methyl-2-S-(Alpha-D-Mannopyranosyl)-2-Thio-Alpha-D-Mannopyranoside,approval_status,experimental
Thiopyrophosphate,has_cas_number,68488-87-9
Thiopyrophosphate,has_state,solid
Thiopyrophosphate,approval_status,experimental
Geldanamycin,has_cas_number,30562-34-6
Geldanamycin,has_state,solid
Geldanamycin,approval_status,experimental
Hexadecyl Octanoate,has_cas_number,29710-31-4
Hexadecyl Octanoate,has_state,solid
Hexadecyl Octanoate,approval_status,experimental
Carboxyatractyloside,has_cas_number,33286-30-5
Carboxyatractyloside,has_state,solid
Carboxyatractyloside,approval_status,experimental
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",has_state,solid
"2,4-Diamino-6-[N-(2',5'-Dimethoxybenzyl)-N-Methylamino]Quinazoline",approval_status,experimental
Quinaldic Acid,has_cas_number,93-10-7
Quinaldic Acid,has_state,solid
Quinaldic Acid,approval_status,experimental
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,has_state,solid
4-(Aminosulfonyl)-N-[(4-Fluorophenyl)Methyl]-Benzamide,approval_status,experimental
Trehalose-6-Phosphate,has_cas_number,4484-88-2
Trehalose-6-Phosphate,has_state,solid
Trehalose-6-Phosphate,approval_status,experimental
Cytidine-5'-Triphosphate,has_cas_number,65-47-4
Cytidine-5'-Triphosphate,has_state,solid
Cytidine-5'-Triphosphate,approval_status,experimental
RU90395,has_state,solid
RU90395,approval_status,experimental
"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",has_state,solid
"{[(2,2-Dihydroxy-Ethyl)-(2,3,4,5-Tetrahydroxy-6-Phosphonooxy-Hexyl)-Amino]-Methyl}-Phosphonic Acid",approval_status,experimental
4-(2-Thienyl)Butyric Acid,has_cas_number,4653-11-6
4-(2-Thienyl)Butyric Acid,has_state,solid
4-(2-Thienyl)Butyric Acid,approval_status,experimental
Aminomethylcyclohexane,has_cas_number,3218-02-8
Aminomethylcyclohexane,has_state,solid
Aminomethylcyclohexane,approval_status,experimental
{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,has_state,solid
{4-[(2S)-2-({[(1S)-1-Carboxy-2-phenylethyl]carbamoyl}amino)-3-oxo-3-(pentylamino)propyl]phenoxy}malonic acid,approval_status,experimental
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,has_state,solid
(5r)-5-Amino-6-Hydroxyhexylcarbamic Acid,approval_status,experimental
3-O-Methylfructose in Linear Form,has_state,solid
3-O-Methylfructose in Linear Form,approval_status,experimental
"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",has_state,solid
"2-Butyl-5,6-Dihydro-1h-Imidazo[4,5-D]Pyridazine-4,7-Dione",approval_status,experimental
Dioxyselenocysteine,has_state,solid
Dioxyselenocysteine,approval_status,experimental
Methicillin Acyl-Serine,has_state,solid
Methicillin Acyl-Serine,approval_status,experimental
2-Deoxy-2-Amino Glucitol-6-Phosphate,has_state,solid
2-Deoxy-2-Amino Glucitol-6-Phosphate,approval_status,experimental
Glutamine hydroxamate,has_cas_number,1955-67-5
Glutamine hydroxamate,has_state,solid
Glutamine hydroxamate,approval_status,experimental
"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",has_state,solid
"3,8,9,10-tetrahydroxy-7-hydroxymethyl-6-oxa-1,3-diaza-spiro[4.5]decane-2,4-dione",approval_status,experimental
N-Tridecanoic Acid,has_cas_number,638-53-9
N-Tridecanoic Acid,has_state,solid
N-Tridecanoic Acid,approval_status,experimental
3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,has_state,solid
3-(1h-Indol-3-Yl)-2-[4-(4-Phenyl-Piperidin-1-Yl)-Benzenesulfonylamino]-Propionic Acid,approval_status,experimental
"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",has_state,solid
"2-Benzo[1,3]Dioxol-5-Ylmethyl-3-Benzyl-Succinic Acid",approval_status,experimental
B-nonylglucoside,has_cas_number,69984-73-2
B-nonylglucoside,has_state,solid
B-nonylglucoside,approval_status,experimental
Thymidine 5'-triphosphate,has_cas_number,365-08-2
Thymidine 5'-triphosphate,has_state,solid
Thymidine 5'-triphosphate,approval_status,experimental
Antimonous acid,has_state,solid
Antimonous acid,approval_status,experimental
5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate,has_state,solid
5-(6-Amino-9h-Purin-9-Yl)-4-Hydroxytetrahydrofuran-3-Yl Dihydrogen Phosphate,approval_status,experimental
Fluoresceinylthioureido,has_state,solid
Fluoresceinylthioureido,approval_status,experimental
Aracytidine 5'-monophosphate,has_cas_number,7075-11-8
Aracytidine 5'-monophosphate,has_state,solid
Aracytidine 5'-monophosphate,approval_status,experimental
Undecyl-Phosphinic Acid Butyl Ester,has_state,solid
Undecyl-Phosphinic Acid Butyl Ester,approval_status,experimental
"S-(2,4-dinitrophenyl)glutathione",has_cas_number,26289-39-4
"S-(2,4-dinitrophenyl)glutathione",has_state,solid
"S-(2,4-dinitrophenyl)glutathione",approval_status,experimental
4-guanidinobenzoic acid,has_cas_number,16060-65-4
4-guanidinobenzoic acid,has_state,solid
4-guanidinobenzoic acid,approval_status,experimental
Hydrogenobyrinic acid,has_cas_number,23599-55-5
Hydrogenobyrinic acid,has_state,solid
Hydrogenobyrinic acid,approval_status,experimental
S-Methyl Phosphocysteine,has_state,solid
S-Methyl Phosphocysteine,approval_status,experimental
Thiocoumarin,has_state,solid
Thiocoumarin,approval_status,experimental
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,has_state,solid
2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine,approval_status,experimental
Benzylamine,has_cas_number,100-46-9
Benzylamine,has_state,solid
Benzylamine,approval_status,experimental
Methoxy arachidonyl fluorophosphonate,has_cas_number,180509-15-3
Methoxy arachidonyl fluorophosphonate,has_state,solid
Methoxy arachidonyl fluorophosphonate,approval_status,experimental
BMS-181156,has_cas_number,110368-35-9
BMS-181156,has_state,solid
BMS-181156,approval_status,experimental
L-methionine (S)-S-oxide,has_state,solid
L-methionine (S)-S-oxide,approval_status,experimental
12-Phenylheme,has_state,solid
12-Phenylheme,approval_status,experimental
"4,6-dideoxy-4-amino-beta-D-glucopyranoside",has_state,solid
"4,6-dideoxy-4-amino-beta-D-glucopyranoside",approval_status,experimental
D-Glycero-D-Mannopyranose-7-Phosphate,has_state,solid
D-Glycero-D-Mannopyranose-7-Phosphate,approval_status,experimental
Nojirimycine Tetrazole,has_state,solid
Nojirimycine Tetrazole,approval_status,experimental
"7,8-dihydroinosine",has_state,solid
"7,8-dihydroinosine",approval_status,experimental
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",has_state,solid
"6-[N-(1-Isopropyl-3,4-Dihydro-7-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",approval_status,experimental
BMSC-0013,has_state,solid
BMSC-0013,approval_status,experimental
Deoxyamidinoproclavaminic acid,has_state,solid
Deoxyamidinoproclavaminic acid,approval_status,experimental
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,has_cas_number,164931-25-3
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,has_state,solid
N-({4-[4-(2-Methyl-1H-imidazol-1-yl)butyl]phenyl}acetyl)-L-seryl-N-(2-cyclohexylethyl)-L-lysinamide,approval_status,experimental
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,has_state,solid
(R)-N-(3-Indol-1-Yl-2-Methyl-Propyl)-4-Sulfamoyl-Benzamide,approval_status,experimental
(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,has_state,solid
(S)-4-bromo-3-hydroxy-3-methylbutyl diphosphate,approval_status,experimental
N-Benzylformamide,has_cas_number,6343-54-0
N-Benzylformamide,has_state,solid
N-Benzylformamide,approval_status,experimental
Phosphonothreonine,has_state,solid
Phosphonothreonine,approval_status,experimental
Etheno-NAD,has_state,solid
Etheno-NAD,approval_status,experimental
Cytidine 5'-diphosphoglycerol,has_state,solid
Cytidine 5'-diphosphoglycerol,approval_status,experimental
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,has_state,solid
Cytidine-5'-Monophosphate-5-N-Acetylneuraminic Acid,approval_status,experimental
2-Hydroxyethyl Disulfide,has_cas_number,1892-29-1
2-Hydroxyethyl Disulfide,has_state,solid
2-Hydroxyethyl Disulfide,approval_status,experimental
1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),has_state,solid
1-(2-Ethanone)-2-Hydroxy-2-(1-Amino-2-Methyl-2-Ethanol)-4-(2-Dimethyl)Ethane-Imidazoline-5-One;Chromophore (Thr-Leu-Gly),approval_status,experimental
9-Methylguanine,has_cas_number,5502-78-3
9-Methylguanine,has_state,solid
9-Methylguanine,approval_status,experimental
(Diaminomethyl-Methyl-Amino)-Acetic Acid,has_state,solid
(Diaminomethyl-Methyl-Amino)-Acetic Acid,approval_status,experimental
4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,has_state,solid
4-[4-(1-Amino-1-Methylethyl)Phenyl]-5-Chloro-N-[4-(2-Morpholin-4-Ylethyl)Phenyl]Pyrimidin-2-Amine,approval_status,experimental
Ghavamiol,has_state,solid
Ghavamiol,approval_status,experimental
Hydantocidin-5'-phosphate,has_state,solid
Hydantocidin-5'-phosphate,approval_status,experimental
(S)-3-phenyllactic acid,has_cas_number,20312-36-1
(S)-3-phenyllactic acid,has_state,solid
(S)-3-phenyllactic acid,approval_status,experimental
9-(4-hydroxybutyl)-N2-phenylguanine,has_state,solid
9-(4-hydroxybutyl)-N2-phenylguanine,approval_status,experimental
1-Deoxy-D-xylulose 5-phosphate,has_cas_number,190079-18-6
1-Deoxy-D-xylulose 5-phosphate,has_state,solid
1-Deoxy-D-xylulose 5-phosphate,approval_status,experimental
L-Alpha-Glycerophosphorylserine,has_state,solid
L-Alpha-Glycerophosphorylserine,approval_status,experimental
Carba-nicotinamide-adenine-dinucleotide,has_state,solid
Carba-nicotinamide-adenine-dinucleotide,approval_status,experimental
Dinor-N(Omega)-Hydroxy-L-Arginine,has_state,solid
Dinor-N(Omega)-Hydroxy-L-Arginine,approval_status,experimental
6-(Dihydroxy-Isobutyl)-Thymine,has_state,solid
6-(Dihydroxy-Isobutyl)-Thymine,approval_status,experimental
N(2)-succinyl-L-arginine,has_state,solid
N(2)-succinyl-L-arginine,approval_status,experimental
8-hydroxy-2'-deoxyguanosine,has_cas_number,88847-89-6
8-hydroxy-2'-deoxyguanosine,has_state,solid
8-hydroxy-2'-deoxyguanosine,approval_status,experimental
4-(Carboxyvin-2-Yl)Phenylboronic Acid,has_state,solid
4-(Carboxyvin-2-Yl)Phenylboronic Acid,approval_status,experimental
[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,has_state,solid
[3-(1-Benzyl-3-Carbamoylmethyl-2-Methyl-1h-Indol-5-Yloxy)-Propyl-]-Phosphonic Acid,approval_status,experimental
N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),has_state,solid
N-(R-Carboxy-Ethyl)-Alpha-(S)-(2-Phenylethyl),approval_status,experimental
"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",has_state,solid
"2,6,8-Trimethyl-3-Amino-9-Benzyl-9-Methoxynonanoic Acid",approval_status,experimental
Isopentyl Pyrophosphate,has_state,solid
Isopentyl Pyrophosphate,approval_status,experimental
Farnesol,has_cas_number,4602-84-0
Farnesol,has_state,solid
Farnesol,approval_status,experimental
5'-O-(L-Prolylsulfamoyl)adenosine,has_state,solid
5'-O-(L-Prolylsulfamoyl)adenosine,approval_status,experimental
2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,has_state,solid
2-Hydroxy-5-({1-[(2-Naphthyloxy)Methyl]-3-Oxoprop-1-Enyl}Amino)Tyrosine,approval_status,experimental
"1,6-Fructose Diphosphate (Linear Form)",has_state,solid
"1,6-Fructose Diphosphate (Linear Form)",approval_status,experimental
Thymol,has_cas_number,89-83-8
Thymol,has_state,solid
Thymol,approval_status,approved
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,has_cas_number,2007-07-0
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,has_state,solid
(2Z)-3-{[Oxido(oxo)phosphoranyl]oxy}-2-phenylacrylate,approval_status,experimental
sn-glycerol 3-phosphate,has_cas_number,17989-41-2
sn-glycerol 3-phosphate,has_state,solid
sn-glycerol 3-phosphate,approval_status,experimental
(R)-carnitinyl-CoA betaine,has_state,solid
(R)-carnitinyl-CoA betaine,approval_status,experimental
D-Glutamic Acid,has_cas_number,6893-26-1
D-Glutamic Acid,has_state,solid
D-Glutamic Acid,approval_status,experimental
N-Acetylalanine,has_cas_number,97-69-8
N-Acetylalanine,has_state,solid
N-Acetylalanine,approval_status,experimental
Indirubin-5-sulphonate,has_cas_number,244021-67-8
Indirubin-5-sulphonate,has_state,solid
Indirubin-5-sulphonate,approval_status,experimental
Ditiocarb,has_cas_number,147-84-2
Ditiocarb,has_state,solid
Ditiocarb,approval_status,experimental
Flaviolin,has_cas_number,479-05-0
Flaviolin,has_state,solid
Flaviolin,approval_status,experimental
Phosphonopyruvate,has_state,solid
Phosphonopyruvate,approval_status,experimental
"2-aminooxyethyl-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl]-methyl-sulfonium",has_state,solid
"2-aminooxyethyl-[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-dihydroxy-tetrahydrofuran-2-yl]methyl]-methyl-sulfonium",approval_status,experimental
"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",has_state,solid
"2',3'-O-{4-[Hydroxy(oxido)-λ5-azanylidene]-2,6-dinitro-2,5-cyclohexadiene-1,1-diyl}adenosine 5'-(tetrahydrogen triphosphate)",approval_status,experimental
"D-galactohydroximo-1,5-lactam",has_state,solid
"D-galactohydroximo-1,5-lactam",approval_status,experimental
CRA_10655,has_state,solid
CRA_10655,approval_status,experimental
Cyclic adenosine monophosphate,has_cas_number,60-92-4
Cyclic adenosine monophosphate,has_state,solid
Cyclic adenosine monophosphate,approval_status,experimental
Tetrazolyl Histidine,has_state,solid
Tetrazolyl Histidine,approval_status,experimental
"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",has_state,solid
"(2R,4S,5R,6R)-5-Acetamido-4-amino-6-(diethylcarbamoyl)oxane-2-carboxylic acid",approval_status,experimental
gamma-Aminobutyric acid,has_cas_number,56-12-2
gamma-Aminobutyric acid,has_state,solid
gamma-Aminobutyric acid,approval_status,approved
Isobutyric acid,has_cas_number,79-31-2
Isobutyric acid,has_state,solid
Isobutyric acid,approval_status,experimental
"2,4,6-Triaminoquinazoline",has_state,solid
"2,4,6-Triaminoquinazoline",approval_status,experimental
2-Allylphenol,has_cas_number,1745-81-9
2-Allylphenol,has_state,solid
2-Allylphenol,approval_status,experimental
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,has_state,solid
Aminodi(Ethyloxy)Ethylaminocarbonylbenzenesulfonamide,approval_status,experimental
D-glyceraldehyde,has_cas_number,453-17-8
D-glyceraldehyde,has_state,solid
D-glyceraldehyde,approval_status,experimental
2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,has_state,solid
2-Hydroxy-5-({1-[(4-Methylphenoxy)Methyl]-3-Oxoprop-1-Enyl}Amino)-L-Tyrosine,approval_status,experimental
"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",has_state,solid
"N-[4-(2-Methylimidazo[1,2-a]Pyridin-3-Yl)-2-Pyrimidinyl]Acetamide",approval_status,experimental
"10-formyl-5,8,10-trideazafolic acid",has_state,solid
"10-formyl-5,8,10-trideazafolic acid",approval_status,experimental
4-Hydroxybutan-1-Aminium,has_state,solid
4-Hydroxybutan-1-Aminium,approval_status,experimental
(4s)-5-Fluoro-L-Leucine,has_state,solid
(4s)-5-Fluoro-L-Leucine,approval_status,experimental
Pyrrole-2-Carboxylate,has_state,solid
Pyrrole-2-Carboxylate,approval_status,experimental
"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",has_state,solid
"N-(6-{[3-(4-Bromophenyl)-1,2-Benzisothiazol-6-Yl]Oxy}Hexyl)-N-Methylprop-2-En-1-Amine",approval_status,experimental
Fexaramine,has_cas_number,574013-66-4
Fexaramine,has_state,solid
Fexaramine,approval_status,experimental
Vorinostat,has_cas_number,149647-78-9
Vorinostat,has_state,solid
Vorinostat,approval_status,approved
Guanosine-5'-Diphosphate-Rhamnose,has_state,solid
Guanosine-5'-Diphosphate-Rhamnose,approval_status,experimental
D-glucitol 6-phosphate,has_cas_number,20479-58-7
D-glucitol 6-phosphate,has_state,solid
D-glucitol 6-phosphate,approval_status,experimental
3'-O-Acetylthymidine-5'-diphosphate,has_state,solid
3'-O-Acetylthymidine-5'-diphosphate,approval_status,experimental
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",has_state,solid
"8-(2-Chloro-3,4,5-Trimethoxy-Benzyl)-2-Fluoro-9-Pent-4-Ylnyl-9h-Purin-6-Ylamine",approval_status,experimental
"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",has_state,solid
"6-[N-(4-Ethyl-1,2,3,4-Tetrahydro-6-Isoquinolinyl)Carbamyl]-2-Naphthalenecarboxamidine",approval_status,experimental
Geranyl Diphosphate,has_state,solid
Geranyl Diphosphate,approval_status,experimental
Glutathionylspermidine disulfide,has_state,solid
Glutathionylspermidine disulfide,approval_status,experimental
UDP-6-sulfoquinovose,has_state,solid
UDP-6-sulfoquinovose,approval_status,experimental
SP4160,has_state,solid
SP4160,approval_status,experimental
D-Phenylalanine,has_cas_number,673-06-3
D-Phenylalanine,has_state,solid
D-Phenylalanine,approval_status,experimental
Phosphoramidon,has_cas_number,36357-77-4
Phosphoramidon,has_state,solid
Phosphoramidon,approval_status,experimental
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,has_state,solid
N-(3-Phenyl-2-Sulfanylpropanoyl)Phenylalanylalanine,approval_status,experimental
